GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JOHE001,JOHE002,JOHE003,JOHE004,JOHE005,JOHE006,JOHE007,JOHE008,JOHE009,JOHE010,JOHE011,JOHE012,JOHE013,JOHE014,JOHE015,JOHE016,JOHE017,JS4E001,JS4E002,JS4E003,JS4E004,JS4E005,JS4E006,JS4E007,JS4E008,JS4E009,JS4E010,JS4E011,JS4E012,JS4E013,JS4E014,JS4E015,JS4E016,JS4E017,JS4E018,JS4E019,JS4E020,JS4E021,JS4E022,JS4E023,JS4E024,JTGE001,JTGE002,JTGE003,JTGE004,JTGE005,JTGE006,JTGE007,JTGE008,JTGE009,JTGE010,JTGE011,JTGE012,JTGE013,JTGE014,JTGE015,JTGE016,JTGE017,JTGE018,JTGE019,JTGE020,JTGE021,JTGE022,JTGE023,JTGE024,JTGE025,NAME_M,JOHM001,JOHM002,JOHM003,JOHM004,JOHM005,JOHM006,JOHM007,JOHM008,JOHM009,JOHM010,JOHM011,JOHM012,JOHM013,JOHM014,JOHM015,JOHM016,JOHM017,JS4M001,JS4M002,JS4M003,JS4M004,JS4M005,JS4M006,JS4M007,JS4M008,JS4M009,JS4M010,JS4M011,JS4M012,JS4M013,JS4M014,JS4M015,JS4M016,JS4M017,JS4M018,JS4M019,JS4M020,JS4M021,JS4M022,JS4M023,JS4M024,JTGM001,JTGM002,JTGM003,JTGM004,JTGM005,JTGM006,JTGM007,JTGM008,JTGM009,JTGM010,JTGM011,JTGM012,JTGM013,JTGM014,JTGM015,JTGM016,JTGM017,JTGM018,JTGM019,JTGM020,JTGM021,JTGM022,JTGM023,JTGM024,JTGM025
"G27000300501153","2006-2010",,,"Minnesota","27","Anoka County","003",,,"050115","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 501.15, Anoka County, Minnesota",398,0,10,12,22,7,0,0,41,41,71,21,37,71,56,9,0,40,40,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,30,0,0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,20,51,37,62,116,29,0,0,22,"Block Group 3, Census Tract 501.15, Anoka County, Minnesota",70,93,18,18,17,11,93,93,52,33,57,23,29,48,35,14,93,38,38,93,93,93,93,93,93,93,15,93,93,93,93,93,93,93,93,93,93,93,36,93,93,66,93,93,93,93,93,93,93,93,93,93,93,93,93,18,17,23,36,27,41,57,45,93,93,24
"G27000300501154","2006-2010",,,"Minnesota","27","Anoka County","003",,,"050115","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 501.15, Anoka County, Minnesota",466,0,9,9,11,22,22,0,76,0,43,55,58,93,28,19,21,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,456,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,72,29,126,31,73,21,60,0,21,"Block Group 4, Census Tract 501.15, Anoka County, Minnesota",73,93,15,15,18,25,24,93,73,93,35,36,34,40,26,22,23,16,16,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,16,93,93,72,93,93,93,93,93,93,93,93,93,93,93,93,93,25,93,70,28,43,29,33,23,41,93,22
"G27000300501161","2006-2010",,,"Minnesota","27","Anoka County","003",,,"050116","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 501.16, Anoka County, Minnesota",436,8,0,0,0,8,6,20,36,26,0,57,85,52,43,52,43,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,66,28,137,80,72,0,30,"Block Group 1, Census Tract 501.16, Anoka County, Minnesota",69,12,93,93,93,14,12,33,54,20,93,40,38,50,33,37,34,17,17,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,17,93,93,93,69,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,19,93,43,25,66,56,50,93,28
"G27000300501162","2006-2010",,,"Minnesota","27","Anoka County","003",,,"050116","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 501.16, Anoka County, Minnesota",438,12,14,12,8,26,0,0,32,12,64,45,81,33,45,30,24,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,424,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,7,23,97,125,81,31,48,0,0,"Block Group 2, Census Tract 501.16, Anoka County, Minnesota",67,19,22,18,13,24,93,93,28,19,34,35,46,25,35,27,27,16,16,93,93,93,93,93,93,93,93,93,93,93,93,93,11,93,93,93,93,93,13,93,93,65,93,93,93,93,93,19,93,93,93,93,93,93,93,93,93,13,21,45,53,47,28,33,93,93
"G27000300501163","2006-2010",,,"Minnesota","27","Anoka County","003",,,"050116","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 501.16, Anoka County, Minnesota",465,0,8,0,7,0,8,13,0,9,59,47,136,78,55,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,19,69,52,180,62,40,10,25,"Block Group 3, Census Tract 501.16, Anoka County, Minnesota",55,93,13,93,12,93,14,20,93,13,38,35,64,44,38,30,16,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,55,93,93,93,93,93,93,93,93,93,93,93,93,93,13,93,93,24,43,38,59,37,32,16,38
"G27000300502081","2006-2010",,,"Minnesota","27","Anoka County","003",,,"050208","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 502.08, Anoka County, Minnesota",500,0,0,8,0,15,0,16,0,0,77,91,117,65,85,26,0,17,17,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,483,0,0,10,0,0,0,0,0,0,0,0,0,0,15,0,62,33,200,47,82,10,24,0,0,"Block Group 1, Census Tract 502.08, Anoka County, Minnesota",66,93,93,14,93,21,93,18,93,93,46,45,67,43,45,27,93,26,26,93,93,93,93,93,93,93,93,26,93,93,93,93,93,93,93,93,93,93,93,93,93,67,93,93,15,93,93,93,93,93,93,93,93,93,93,22,93,44,26,61,32,47,16,20,93,93
"G27000300502082","2006-2010",,,"Minnesota","27","Anoka County","003",,,"050208","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 502.08, Anoka County, Minnesota",571,8,0,0,42,0,14,10,22,26,25,132,97,76,48,44,27,36,36,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,22,0,0,0,535,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7,27,77,162,187,66,0,0,0,0,"Block Group 2, Census Tract 502.08, Anoka County, Minnesota",67,14,93,93,62,93,13,16,27,24,25,75,52,46,38,32,25,31,31,93,93,93,93,93,93,93,93,10,93,93,93,93,93,93,93,93,14,34,93,93,93,61,93,93,93,15,93,93,93,93,93,93,93,93,93,93,13,24,65,60,65,41,93,93,93,93
"G27000300502101","2006-2010",,,"Minnesota","27","Anoka County","003",,,"050210","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 502.10, Anoka County, Minnesota",426,27,0,0,0,12,10,12,0,15,0,68,108,70,54,22,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,0,0,0,0,0,11,0,0,0,0,0,0,0,0,12,12,42,61,99,104,56,29,0,0,"Block Group 1, Census Tract 502.10, Anoka County, Minnesota",68,37,93,93,93,19,17,20,93,22,93,44,70,46,39,25,26,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,68,93,93,93,93,93,18,93,93,93,93,93,93,93,93,19,20,35,44,72,50,43,27,93,93
"G27000300502102","2006-2010",,,"Minnesota","27","Anoka County","003",,,"050210","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 502.10, Anoka County, Minnesota",346,0,22,0,0,17,33,21,18,0,46,26,22,103,38,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,23,29,81,41,49,24,0,24,"Block Group 2, Census Tract 502.10, Anoka County, Minnesota",68,93,35,93,93,24,31,25,22,93,46,29,24,47,36,93,93,35,35,93,93,93,93,93,93,93,93,93,93,93,93,93,93,35,93,93,93,93,93,93,93,71,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,42,25,28,45,35,40,27,93,37
"G27000300502103","2006-2010",,,"Minnesota","27","Anoka County","003",,,"050210","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 502.10, Anoka County, Minnesota",345,23,0,0,0,0,19,0,0,14,19,20,120,37,22,41,30,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,77,73,95,30,32,0,0,"Block Group 3, Census Tract 502.10, Anoka County, Minnesota",60,19,93,93,93,93,21,93,93,22,21,23,55,34,25,33,28,14,14,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,14,93,93,93,93,60,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,16,23,46,56,36,46,30,93,93
"G27000300502104","2006-2010",,,"Minnesota","27","Anoka County","003",,,"050210","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 502.10, Anoka County, Minnesota",352,36,9,10,0,12,0,21,45,0,43,21,56,69,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,54,11,73,67,75,47,0,0,0,"Block Group 4, Census Tract 502.10, Anoka County, Minnesota",66,41,14,17,93,18,93,18,50,93,28,18,40,45,93,24,17,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,66,93,93,93,93,93,93,93,93,93,93,93,37,93,93,93,34,17,42,51,37,52,93,93,93
"G27000300502151","2006-2010",,,"Minnesota","27","Anoka County","003",,,"050215","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 502.15, Anoka County, Minnesota",881,13,23,23,22,15,46,22,49,0,64,84,146,120,94,62,98,184,184,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,108,0,50,0,0,0,0,697,0,0,0,0,0,0,9,0,0,0,0,0,0,0,10,7,10,86,126,282,103,13,39,12,"Block Group 1, Census Tract 502.15, Anoka County, Minnesota",58,21,26,29,25,18,53,25,34,93,41,46,63,55,50,40,40,42,42,93,93,93,93,93,93,93,93,93,93,93,93,22,22,93,60,93,54,93,93,93,93,56,93,93,93,93,93,93,14,93,93,93,93,93,93,93,15,12,16,42,55,69,54,19,32,21
"G27000300502152","2006-2010",,,"Minnesota","27","Anoka County","003",,,"050215","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 502.15, Anoka County, Minnesota",550,0,0,0,14,10,0,0,4,14,39,55,179,97,40,70,28,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,540,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,9,39,146,83,106,82,64,0,0,"Block Group 2, Census Tract 502.15, Anoka County, Minnesota",64,93,93,93,20,15,93,93,9,20,31,36,66,42,32,39,16,15,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,15,67,93,93,93,93,93,93,93,93,93,93,93,93,93,16,93,14,31,52,39,47,41,37,93,93
"G27000300502161","2006-2010",,,"Minnesota","27","Anoka County","003",,,"050216","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 502.16, Anoka County, Minnesota",659,0,0,17,5,12,36,16,9,12,32,68,137,98,69,85,63,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,62,50,41,166,200,110,0,0,"Block Group 1, Census Tract 502.16, Anoka County, Minnesota",80,93,93,18,9,16,34,17,14,18,31,59,60,55,39,46,43,11,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,11,82,93,93,93,93,93,93,93,93,93,93,93,93,93,93,14,23,60,38,32,62,65,48,93,93
"G27000300502162","2006-2010",,,"Minnesota","27","Anoka County","003",,,"050216","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 502.16, Anoka County, Minnesota",752,0,0,4,0,25,12,11,24,6,58,18,87,187,129,117,74,13,13,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,114,137,158,158,87,23,8,"Block Group 2, Census Tract 502.16, Anoka County, Minnesota",71,93,93,10,93,36,19,16,26,10,38,18,44,68,60,54,48,20,20,93,93,93,93,93,93,93,93,20,93,93,93,93,93,93,93,93,93,93,93,93,93,71,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,36,60,66,65,70,45,25,12
"G27000300502163","2006-2010",,,"Minnesota","27","Anoka County","003",,,"050216","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 502.16, Anoka County, Minnesota",304,0,0,0,21,0,6,6,0,0,22,110,62,52,25,0,0,41,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,9,0,0,4,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25,23,51,70,28,60,0,0,0,"Block Group 3, Census Tract 502.16, Anoka County, Minnesota",71,93,93,93,21,93,10,11,93,93,23,80,34,33,25,93,93,47,46,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,43,93,93,14,93,93,8,64,93,93,93,93,93,93,93,93,93,93,93,93,93,93,10,23,25,28,66,28,45,93,93,93
"G27000300502171","2006-2010",,,"Minnesota","27","Anoka County","003",,,"050217","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 502.17, Anoka County, Minnesota",518,0,8,0,0,0,0,22,16,0,62,33,145,52,82,54,44,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,503,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,101,51,115,122,49,34,23,"Block Group 1, Census Tract 502.17, Anoka County, Minnesota",60,93,13,93,93,93,93,27,22,93,50,30,48,38,53,55,37,23,23,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,23,93,93,64,93,93,93,93,93,93,93,93,93,93,93,13,93,93,93,93,93,48,46,43,58,55,31,25
"G27000300502172","2006-2010",,,"Minnesota","27","Anoka County","003",,,"050217","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 502.17, Anoka County, Minnesota",326,0,0,19,11,0,0,20,12,8,0,57,73,47,47,23,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,10,66,39,119,46,14,0,0,"Block Group 2, Census Tract 502.17, Anoka County, Minnesota",58,93,93,23,19,93,93,23,18,13,93,37,38,32,32,26,14,19,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,19,57,93,93,93,93,93,93,93,93,93,93,93,93,93,93,19,17,16,39,28,48,36,21,93,93
"G27000300502181","2006-2010",,,"Minnesota","27","Anoka County","003",,,"050218","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 502.18, Anoka County, Minnesota",583,0,14,0,55,0,36,29,26,9,66,28,71,56,46,119,28,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,573,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,3,77,79,153,81,99,37,21,9,"Block Group 1, Census Tract 502.18, Anoka County, Minnesota",51,93,18,93,55,93,33,31,29,15,42,21,45,39,32,59,24,18,18,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,18,93,93,49,93,93,93,93,18,93,93,93,93,93,93,93,93,93,5,7,48,46,60,48,54,30,23,14
"G27000300502182","2006-2010",,,"Minnesota","27","Anoka County","003",,,"050218","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 502.18, Anoka County, Minnesota",459,0,11,0,50,17,0,22,0,9,51,37,122,62,25,11,42,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,63,104,80,84,40,35,0,0,"Block Group 2, Census Tract 502.18, Anoka County, Minnesota",51,93,18,93,39,26,93,24,93,15,36,42,62,37,26,15,30,36,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,36,58,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,28,47,47,43,42,33,30,93,93
"G27000300502191","2006-2010",,,"Minnesota","27","Anoka County","003",,,"050219","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 502.19, Anoka County, Minnesota",409,0,0,0,0,12,9,0,40,0,13,84,109,43,32,67,0,30,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,21,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,23,24,53,61,84,109,11,0,0,"Block Group 1, Census Tract 502.19, Anoka County, Minnesota",50,93,93,93,93,19,15,93,36,93,16,53,51,29,30,43,93,33,15,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,15,93,93,28,54,93,93,93,93,93,93,93,93,93,93,93,93,93,93,21,25,26,40,38,46,47,17,93,93
"G27000300502192","2006-2010",,,"Minnesota","27","Anoka County","003",,,"050219","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 502.19, Anoka County, Minnesota",617,13,0,0,9,18,9,9,16,43,63,63,118,120,35,83,18,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,591,0,0,0,0,13,0,0,0,0,0,0,0,0,0,17,8,19,389,78,67,0,0,0,0,"Block Group 2, Census Tract 502.19, Anoka County, Minnesota",48,19,93,93,14,21,15,16,26,54,43,39,43,57,31,45,19,29,29,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,20,93,21,93,93,55,93,93,93,93,20,93,93,93,93,93,93,93,93,93,20,13,21,70,42,37,93,93,93,93
"G27000300502201","2006-2010",,,"Minnesota","27","Anoka County","003",,,"050220","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 502.20, Anoka County, Minnesota",563,45,0,13,18,11,0,0,12,14,22,13,81,142,53,77,62,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,12,0,0,533,0,0,0,0,0,0,0,0,0,0,35,0,0,11,0,14,26,64,61,102,135,85,0,0,"Block Group 1, Census Tract 502.20, Anoka County, Minnesota",67,53,93,20,24,17,93,93,19,21,24,20,48,49,38,38,35,31,31,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,24,93,93,18,93,93,68,93,93,93,93,93,93,93,93,93,93,50,93,93,17,93,21,21,39,43,42,50,46,93,93
"G27000300502202","2006-2010",,,"Minnesota","27","Anoka County","003",,,"050220","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 502.20, Anoka County, Minnesota",557,12,53,26,31,9,37,23,0,0,42,63,72,62,35,71,21,139,139,0,0,0,0,0,17,0,0,0,0,0,0,0,0,35,23,0,34,0,30,0,0,418,0,0,0,0,0,0,0,0,0,0,0,0,0,14,30,23,30,120,39,91,48,23,0,0,"Block Group 2, Census Tract 502.20, Anoka County, Minnesota",72,19,41,30,31,15,33,26,93,93,32,41,45,40,26,35,23,56,56,93,93,93,93,93,26,93,93,93,93,93,93,93,93,30,26,93,35,93,32,93,93,45,93,93,93,93,93,93,93,93,93,93,93,93,93,21,29,25,27,51,32,40,22,26,93,93
"G27000300502203","2006-2010",,,"Minnesota","27","Anoka County","003",,,"050220","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 502.20, Anoka County, Minnesota",449,0,10,0,0,15,14,12,11,0,27,68,136,64,66,26,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,435,0,0,0,0,0,0,0,0,0,0,11,0,0,13,19,27,37,146,100,82,0,0,0,0,"Block Group 3, Census Tract 502.20, Anoka County, Minnesota",58,93,16,93,93,23,23,21,16,93,26,45,57,43,58,29,93,23,23,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,23,93,93,93,93,63,93,93,93,93,93,93,93,93,93,93,16,93,93,21,29,32,33,52,63,54,93,93,93,93
"G27000300502204","2006-2010",,,"Minnesota","27","Anoka County","003",,,"050220","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 502.20, Anoka County, Minnesota",462,0,0,0,0,0,43,12,11,12,113,59,83,80,25,24,0,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,10,0,397,0,0,0,0,0,0,0,0,0,0,8,0,0,0,27,33,72,185,38,34,0,0,0,0,"Block Group 4, Census Tract 502.20, Anoka County, Minnesota",91,93,93,93,93,93,57,18,18,19,87,39,45,42,27,24,93,58,58,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,58,93,93,15,93,81,93,93,93,93,93,93,93,93,93,93,13,93,93,93,30,31,84,54,33,27,93,93,93,93
"G27000300502211","2006-2010",,,"Minnesota","27","Anoka County","003",,,"050221","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 502.21, Anoka County, Minnesota",479,12,0,26,0,25,15,0,25,46,26,67,100,78,24,20,15,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,8,0,0,0,457,0,0,11,0,0,0,0,11,0,0,0,0,0,32,27,15,23,183,80,57,18,0,0,0,"Block Group 1, Census Tract 502.21, Anoka County, Minnesota",82,19,93,30,93,27,22,93,29,56,29,43,70,50,26,21,18,26,26,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,23,93,93,13,93,93,93,80,93,93,17,93,93,93,93,17,93,93,93,93,93,27,30,22,27,85,46,34,20,93,93,93
"G27000300502212","2006-2010",,,"Minnesota","27","Anoka County","003",,,"050221","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 502.21, Anoka County, Minnesota",470,0,0,0,0,0,13,0,13,17,11,83,72,99,68,59,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,0,0,0,0,0,9,0,0,0,0,0,0,0,17,0,28,5,116,53,159,71,12,0,0,"Block Group 2, Census Tract 502.21, Anoka County, Minnesota",58,93,93,93,93,93,20,93,20,26,18,36,45,50,56,40,33,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,58,93,93,93,93,93,16,93,93,93,93,93,93,93,26,93,31,11,61,37,48,48,19,93,93
"G27000300502213","2006-2010",,,"Minnesota","27","Anoka County","003",,,"050221","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 502.21, Anoka County, Minnesota",971,0,0,0,33,13,59,39,37,17,29,137,249,158,93,47,60,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,0,0,5,0,948,0,0,0,0,13,0,0,0,0,0,0,0,0,14,15,78,60,196,200,258,75,25,0,14,"Block Group 3, Census Tract 502.21, Anoka County, Minnesota",80,93,93,93,40,21,39,33,36,26,28,57,87,60,46,34,43,27,27,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,19,93,15,93,93,9,93,82,93,93,93,93,21,93,93,93,93,93,93,93,93,22,24,48,48,80,62,68,39,27,93,21
"G27000300502221","2006-2010",,,"Minnesota","27","Anoka County","003",,,"050222","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 502.22, Anoka County, Minnesota",333,10,0,0,0,0,0,20,0,21,10,52,65,87,9,38,21,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,313,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,30,177,87,0,0,0,0,0,"Block Group 1, Census Tract 502.22, Anoka County, Minnesota",59,16,93,93,93,93,93,23,93,24,17,38,41,49,14,26,32,23,16,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,16,16,58,93,93,93,93,93,93,93,93,93,93,93,93,17,14,93,93,29,58,42,93,93,93,93,93
"G27000300502222","2006-2010",,,"Minnesota","27","Anoka County","003",,,"050222","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 502.22, Anoka County, Minnesota",404,0,8,8,0,0,0,0,11,0,26,21,148,67,41,46,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,126,89,116,31,18,0,0,"Block Group 2, Census Tract 502.22, Anoka County, Minnesota",47,93,14,13,93,93,93,93,18,93,25,25,62,42,29,33,25,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,47,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,28,53,40,45,28,20,93,93
"G27000300502223","2006-2010",,,"Minnesota","27","Anoka County","003",,,"050222","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 502.22, Anoka County, Minnesota",390,0,0,0,0,10,0,0,0,17,39,42,95,53,49,65,20,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,9,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,80,101,152,27,0,0,0,"Block Group 3, Census Tract 502.22, Anoka County, Minnesota",53,93,93,93,93,15,93,93,93,19,32,34,40,32,35,39,23,22,15,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,15,93,93,93,93,93,15,56,93,93,93,93,93,93,93,93,93,93,93,93,93,93,17,93,93,41,45,56,24,93,93,93
"G27000300502224","2006-2010",,,"Minnesota","27","Anoka County","003",,,"050222","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 502.22, Anoka County, Minnesota",462,0,0,13,0,0,0,20,9,0,12,53,117,99,28,34,77,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,99,203,61,35,0,0,"Block Group 4, Census Tract 502.22, Anoka County, Minnesota",58,93,93,16,93,93,93,23,14,93,19,37,72,46,26,31,51,49,49,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,49,93,93,93,53,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,28,51,67,31,42,93,93
